P_in (atm),T_in (°C),Flow Rate (kg/h),Energy Consumed (kWh),Efficiency,N2_out (%),O2_out (%),Ar_out (%)
7.927832643854439,-192.5054188711725,540.9865853575811,532.6444320130992,0.8621500009616172,99.84331325692953,99.58218973210013,95.15127061282887
7.492813470615342,-182.90235592485482,511.45405650897163,500.3447030811492,0.8407687792027864,99.75,99.4227971464106,94.94048990641572
5.064011817964635,-196.95792711087955,479.5195218081707,482.68915638299336,0.8567359133115823,99.83405996353763,99.57272579622924,95.00894553388129
7.921598391207028,-192.67892313842756,546.5788317101226,538.505972974387,0.8624658382328902,99.8478703090078,99.6,95.18816859150338
7.098203201386874,-196.9535969515222,514.7036530845793,510.9170580205893,0.8668982099099788,99.90971630207909,99.6,95.16714240687321
6.905582888900928,-193.16208184341113,509.3972654127362,504.4524055509747,0.858352078131327,99.85341937087227,99.54700832037086,95.00914690372828
6.67548445082814,-181.70580129833942,490.7719212913048,490.865212113174,0.8342890248508195,99.75,99.4,94.82034821120787
7.285516230703907,-188.7202896639493,522.0825987319948,515.8784383854052,0.8513681604814182,99.81964503499586,99.48369457012981,94.92158177363999
6.944452339960971,-196.4651222345367,531.613533920746,525.096090423042,0.8651525061688783,99.86301724582692,99.6,95.1963873547451
6.225961478371876,-187.52128221074992,485.8339861438968,494.51131357900584,0.8436723718133592,99.77866840090513,99.41563424557754,94.97429034590758
5.373165549642277,-189.80846663510403,475.3511100432134,481.71381013765017,0.8439827610184194,99.75,99.47830437626932,95.0148895058541
5.069574617846817,-189.6997413422523,470.2013717137739,482.51271943409324,0.8422473557737387,99.76832817096478,99.4364657436651,94.97020466265565
5.623509496033153,-195.47802626257035,493.3890061213202,494.06375949108866,0.8565736000053065,99.85614977811926,99.5808805428966,95.01758332192928
6.592939822822911,-183.68468591064695,486.47396048461655,492.91811831758207,0.8378340709354084,99.75,99.4,94.97252770583442
7.376898872391861,-190.1036098950095,510.3564688569629,515.5624368250192,0.8545917141519783,99.79768626169336,99.52122678972856,95.10055136962477
7.7505905681176355,-184.80611000569183,518.5608339940622,516.8678260336019,0.8458651728519718,99.80803833035982,99.4935222825866,94.88669012759154
6.060384825617838,-194.47700714863285,492.7845786373274,489.2257580097506,0.8567559384253549,99.80412398678403,99.58660081484277,95.03162890331886
6.714586231117795,-184.71309993937817,496.19129240462456,498.6197510834296,0.8404991310343453,99.77243741412833,99.4,94.96415827389988
7.79111049576107,-182.59541476334704,510.90830678460156,515.6134177068213,0.8416463820054995,99.75,99.4,94.96694644543794
6.82064730446926,-181.32512742063355,495.73436805683724,498.5240504277431,0.8342534913636134,99.75,99.4,94.86159863493405
6.046670427429285,-190.04874152671448,492.68854510752533,493.17228600194017,0.8478308351905753,99.75,99.49329704274496,95.0007254636717
6.072315239813624,-185.42828081352218,493.52036972845485,496.45112509780273,0.8387181378261125,99.75,99.4,94.91593979791449
5.574555842426038,-183.94206837568953,467.7159994153638,470.88683917638326,0.8332569159635093,99.76241289811898,99.41548948227991,94.82276228523318
5.706086836938503,-186.8234129457148,475.17319099638786,480.89609646073086,0.8396772600761221,99.76343333498097,99.4394697261658,94.90097774069946
6.020079885551982,-183.68401874559095,480.33732359146956,478.3452338072874,0.8349684369189417,99.75,99.42667488705492,94.8033100597148
6.142886863589136,-189.46806471742545,482.26407766821484,495.0809211671946,0.8471505637527965,99.82606514511876,99.52130878966621,94.93274756082981
5.9509916069047115,-186.52574621103344,481.7445134809301,479.01000979385543,0.8403064504565905,99.75,99.42853503861545,94.91104713061932
6.08423499212795,-181.86762325003258,481.2493667133668,485.2457306987504,0.8316564214607048,99.75,99.4,94.92191222485178
7.655034365208417,-188.1229665431883,516.1493548785115,516.590381638958,0.8520211049124187,99.82617605235716,99.49808298461745,95.0876196360033
5.4003850694649795,-188.36907040060245,480.830220954205,486.8515394083299,0.8412400661485298,99.76167150718973,99.4525008635407,94.88013010195036
7.900075320011368,-187.5175910608335,517.9187551978218,521.8563545795793,0.8520355587217238,99.8024584248505,99.52982329405674,95.04174531371764
7.89874299218334,-191.42545338297515,537.6188377070682,525.8616701767785,0.859844621726867,99.876094810644,99.5543979442713,95.12547571567595
5.638145505518443,-182.35845571130218,465.9636398666568,475.71601485775835,0.8304076389501966,99.75,99.4,94.78623048614642
7.96614518772153,-186.76487593756315,518.8489920142812,508.7797653670274,0.8508604778137339,99.79699636873171,99.51508021923777,94.93585934210667
7.298753550713438,-184.27846699935577,507.92219371361176,511.2980520662345,0.8425507017522788,99.75,99.41079526144294,94.90757864470392
5.83628601562313,-194.09490050284106,495.435020610813,501.79612322741406,0.8548712310837977,99.81857290569063,99.50048584873724,95.07735715872916
6.1165974546557065,-190.334435303131,496.64787143250834,501.71965562357633,0.8487518578795404,99.81617712026349,99.43060901402983,94.9200793193087
7.722512934487954,-196.1944039282817,534.7003616034368,518.8271306901943,0.8685013725290032,99.90210428614456,99.6,95.15815903949515
6.228014081279358,-196.05244870607999,504.6328928651131,505.6443395943924,0.8607449678185567,99.87068127640012,99.55304440042579,95.17944223955784
5.94715007637144,-180.08602362462537,475.91771293544986,477.14848423099755,0.8274077976311079,99.75,99.4,94.72198144580028
6.752419563844043,-187.78897374559756,500.13560222236663,503.96830208657275,0.8468400453104153,99.7825644407616,99.49132540825423,94.9790617129914
5.516366827802358,-182.7514477300543,459.4472469075006,479.1680045524283,0.8305847295991203,99.75,99.4,94.84895960927675
6.501488297264139,-181.95753370690608,488.50242243947787,496.1510114054883,0.8339225089001329,99.75224745650866,99.42178365330241,94.79888346721285
5.37952769656158,-196.3081792592804,486.39734955440025,484.7833121839435,0.8570139970013687,99.86559567210195,99.5400511813117,95.10984872376922
6.916865333317189,-181.52079001619893,502.1929874233798,496.06074576106255,0.8351259066989838,99.75,99.4,94.8608605603201
7.373287628718861,-193.4346633922976,531.2717098288614,528.1395853792577,0.8612357649281894,99.86202205451691,99.59244750072828,95.10290474838624
7.374783958418766,-185.43480675850668,513.9308670213404,509.42247161641757,0.8452435333091072,99.80703446324162,99.51682319442558,94.9742701441085
7.638506057335293,-189.32927242222027,521.0017817511233,513.6693332737035,0.854351075131117,99.84170835651892,99.46912292143747,94.95262340617637
7.355295045792702,-188.1069992677002,509.6625295217805,512.9164807793328,0.8504904737643638,99.77284879150804,99.51681222437767,94.99110686799108
7.155923678988411,-194.8794722442103,521.7779447588636,527.6715559049611,0.8630385628833627,99.8503484847071,99.58189395035375,95.13956252110457
7.221360430936698,-197.33680574038968,525.1147340573748,513.933555508291,0.8682804136354628,99.89391835920456,99.6,95.20895596159285
7.849473807423538,-188.15726582625032,526.8717130575794,519.2241138844598,0.8530619006896183,99.82207352345273,99.52191539829477,95.03615036124481
5.005061203858241,-181.67276249432507,458.1508681755388,473.70581009854186,0.8258708310079413,99.75,99.4,94.71826800930872
6.609286727236339,-193.31042982772615,501.03331387742526,506.592188264298,0.857167293291634,99.82800264628807,99.49683747848731,95.06424479531789
7.600023100132042,-199.9681078244203,537.8770953419584,532.025383395451,0.8754363311495008,99.93329451710869,99.6,95.29043398607757
5.871855333636405,-194.78835612353998,490.8515307009247,487.46505706918555,0.856435988915262,99.85112851495364,99.51615073126995,95.21138136755543
7.067682581382156,-185.98393814904026,508.6031860378447,507.96172389519063,0.8448062892049912,99.79371344945481,99.43541950503206,94.92421512246551
7.914264406166693,-188.60243976394094,523.0277013893138,526.5316247157082,0.8542762015587153,99.82054786469013,99.4757289352207,95.06153412972643
7.561896606211162,-183.3798700785579,511.5076051611208,518.9040838808115,0.8420692231881716,99.75,99.48112434093554,94.77450813021659
6.128879105157386,-181.72966232269977,484.937608773028,483.36460885604725,0.8316037201711864,99.75,99.4,94.82245911643
7.268637968616892,-192.9450633593727,523.4554655897072,514.3266789830126,0.8597333165618298,99.87516456046232,99.54506725918992,95.11116888234451
5.655733170369157,-199.8256814438257,497.4774338038344,492.68834372486066,0.8654300287394971,99.90233393268784,99.6,95.20204003596923
7.39168675185795,-198.72568714847404,528.2188972497732,529.3530651103247,0.8719098080562379,99.87670500061222,99.6,95.23179396560462
5.701566264796771,-187.88662253664555,472.81305221149466,472.92745658512575,0.841781076397275,99.76413534977733,99.4,94.89928029597311
5.99901064717135,-187.80316817388842,483.3068427176892,486.16258578727707,0.8431013895836336,99.75,99.45854581072611,94.97803095543006
6.517387106004719,-180.10627386977782,490.87359503202526,490.1547580328187,0.8302994832695793,99.75,99.42129629375866,94.81139036328103
6.021923395116878,-188.18096488399723,486.2397173762929,487.8801414736192,0.8439715467435788,99.75429591548365,99.46662898199612,95.01137119662485
5.712574048504287,-187.43028241175995,476.9852176850256,480.03315888322885,0.8409234350660413,99.77095184951608,99.46767243706046,94.86248427518807
6.93725418774728,-181.25232533553543,492.2919509088876,487.8834624937432,0.8346909216098072,99.75,99.4,94.88432861242873
6.921101149177027,-188.2347104231854,498.23328893902107,498.805703540787,0.8485749265922559,99.81541289633454,99.44341211645924,94.94677705293049
6.060133029480285,-188.92759833897145,492.513971443708,492.4750596477447,0.8456558618253442,99.76130446901539,99.50422357617009,94.97032129671089
5.686573678630786,-197.6248582149128,505.0976238570677,501.4262505833493,0.8611825848229795,99.8392775836555,99.6,95.13718535965417
6.545045435923585,-182.88142981020565,480.02764679091,485.99409170169855,0.8359880868000292,99.75,99.42697211538766,94.8736259116602
7.428358727281658,-191.02747771523704,522.6787376263073,505.00985274865906,0.8566967490668823,99.82739196807546,99.53932718534027,94.99249647234403
6.149552212071784,-187.6481258312243,487.57910074841965,482.38053848450267,0.8435440127228075,99.75,99.44067293472901,94.9788167090654
7.975635104460583,-199.0286235791888,547.9399936858426,552.0782843425142,0.8754354226806805,99.93864656896214,99.6,95.26232850726237
6.223291037562655,-196.50385828704898,495.52101439465116,489.8887027343335,0.8616241717619112,99.87975053444966,99.6,95.14726685782138
7.580730995375444,-181.7221061855396,519.2600377136185,517.4451119088352,0.8388478673479564,99.75958786360006,99.40857606079086,94.82312136231742
7.469311768439278,-199.03396118599449,533.9583327529779,523.3831018065702,0.8729144812141854,99.91077998373636,99.6,95.20994929695041
5.567529687292306,-186.81259821900005,469.3162070972117,478.76069753223885,0.8389628448744616,99.76789991771713,99.41769326577453,94.96741010904056
7.380248662393877,-183.3226555059103,509.4275666427625,512.7976963741346,0.8410465543237899,99.75203467359043,99.4,95.00912638419823
7.800727886217913,-197.8739487271713,540.0678109806338,530.0364516760612,0.8722515368854321,99.93469151213421,99.6,95.22439933671475
5.797953352187372,-196.72100798703036,491.4053512203913,486.09713361902027,0.8599317827349975,99.85171056025186,99.55749985880333,95.08525724028053
6.57633001573277,-185.6506191635008,497.8752992656146,491.3578796950161,0.8416828884056654,99.75,99.45650756453784,94.90001280046502
7.5668095748195485,-193.86545666145773,519.0748498547043,524.5889979211431,0.8630649611970131,99.87206149802911,99.6,95.05836314914868
5.512611415797753,-185.92764711212016,470.19734620146346,474.2119870883047,0.8369183513032291,99.75,99.4,94.93447474745594
5.107213952747336,-187.1258960031713,462.56040699688026,475.8369224219774,0.8372878617700793,99.75,99.43803445984838,94.96512639825718
7.484430349567144,-182.7994775568352,515.5761676376575,510.2941103331671,0.840521106861506,99.76057400475437,99.42970961913466,94.78555145954297
7.027630913129572,-193.75919392144723,508.917988890028,506.98558037964125,0.8601565424085423,99.85217918210341,99.6,95.04519321321888
6.968834831130319,-183.49272027561,504.48219172660066,507.04652230904765,0.8393296147068715,99.75,99.4,94.8485661260783
6.257197267996048,-196.16072961389713,498.43303305636493,503.6175556045716,0.8611074455677745,99.88001767665631,99.6,95.14911215035019
5.067567582158687,-190.61867162605304,480.35528489579326,482.34819870066184,0.8440751811628995,99.81915478859914,99.50571798621583,94.90019288412805
6.1673641565317725,-193.4174730214758,493.6013626195893,488.0042378972708,0.8551717668256104,99.86041906381311,99.56759569655311,95.0535527458155
5.681855720859577,-193.45952439102712,491.9565997847856,497.2849605978934,0.8528283273863521,99.81374306542705,99.54494128435212,94.99520453369821
